Date;Open;High;Low;Close
18-Mar-15;285.07;285.34;249.87;256.30
19-Mar-15;255.88;264.24;248.64;260.93
20-Mar-15;260.96;264.85;259.16;261.75
21-Mar-15;261.64;262.20;255.65;260.02
22-Mar-15;259.92;269.75;259.59;267.96
23-Mar-15;267.89;277.30;261.74;266.74
24-Mar-15;266.58;267.00;244.15;245.60
25-Mar-15;247.47;249.19;236.51;246.20
26-Mar-15;246.28;254.35;244.90;248.53
27-Mar-15;248.57;256.81;245.21;247.03
28-Mar-15;246.98;254.21;246.98;252.80
29-Mar-15;252.74;253.14;240.85;242.71
30-Mar-15;242.88;249.24;239.21;247.53
31-Mar-15;247.45;248.73;242.74;244.22
01-Apr-15;244.22;247.54;241.16;247.27
02-Apr-15;247.09;254.46;245.42;253.01
03-Apr-15;253.07;256.04;251.88;254.32
04-Apr-15;254.29;255.26;251.10;253.70
05-Apr-15;253.76;260.67;251.94;260.60
06-Apr-15;260.72;261.80;254.57;255.49
07-Apr-15;255.27;255.80;252.21;253.18
08-Apr-15;253.06;253.85;244.21;245.02
09-Apr-15;244.75;246.12;239.40;243.68
10-Apr-15;243.69;243.69;232.77;236.07
11-Apr-15;236.02;239.54;234.18;236.55
12-Apr-15;236.54;237.73;233.49;236.15
13-Apr-15;235.95;236.93;222.00;224.59
14-Apr-15;224.76;224.98;216.32;219.16
15-Apr-15;219.07;223.83;218.65;223.83
16-Apr-15;223.92;229.67;223.92;228.57
17-Apr-15;228.57;228.91;221.94;222.88
18-Apr-15;222.85;224.32;220.88;223.36
19-Apr-15;223.46;226.35;222.37;222.60
20-Apr-15;222.61;226.35;221.98;224.63
21-Apr-15;224.62;235.27;224.30;235.27
22-Apr-15;235.60;237.91;233.48;234.18
23-Apr-15;234.05;236.48;233.20;236.46
24-Apr-15;235.97;236.30;229.93;231.27
25-Apr-15;231.24;232.56;226.34;226.39
26-Apr-15;226.41;226.94;214.87;219.43
27-Apr-15;219.43;233.30;218.02;229.29
28-Apr-15;228.97;229.49;223.07;225.85
29-Apr-15;225.59;227.04;223.43;225.81
30-Apr-15;225.69;239.56;224.99;236.15
01-May-15;235.94;238.97;232.08;232.08
02-May-15;232.34;235.73;232.34;234.93
03-May-15;234.88;243.24;234.08;240.36
04-May-15;240.36;242.64;237.81;239.02
05-May-15;238.85;239.20;232.05;236.12
06-May-15;236.25;236.45;229.23;229.78
07-May-15;229.66;239.10;228.57;237.33
08-May-15;237.20;246.27;236.27;243.86
09-May-15;243.77;247.80;239.64;241.83
10-May-15;241.73;244.07;238.85;240.30
11-May-15;240.30;244.27;239.38;242.16
12-May-15;242.15;242.88;240.10;241.11
13-May-15;241.40;243.70;235.04;236.38
14-May-15;236.21;237.80;234.06;236.93
15-May-15;236.96;238.75;236.79;237.60
16-May-15;237.64;237.70;235.29;236.15
17-May-15;236.01;238.02;236.01;236.80
18-May-15;236.89;237.21;232.46;233.13
19-May-15;233.04;234.15;231.82;231.95
20-May-15;231.89;234.68;231.84;234.02
21-May-15;234.02;236.24;233.84;235.34
22-May-15;235.32;240.97;235.06;240.35
23-May-15;240.29;241.02;238.69;238.87
24-May-15;238.98;241.98;238.81;240.95
25-May-15;240.93;241.02;236.64;237.11
26-May-15;237.10;238.24;235.69;237.12
27-May-15;237.07;238.64;236.70;237.28
28-May-15;237.26;237.82;236.65;237.41
29-May-15;237.38;237.52;235.73;237.10
30-May-15;237.09;237.09;232.05;233.35
31-May-15;233.13;233.25;229.54;230.19
01-Jun-15;230.23;231.71;221.30;222.93
02-Jun-15;222.89;226.42;222.42;225.80
03-Jun-15;225.74;227.40;223.93;225.87
04-Jun-15;225.77;226.58;224.05;224.32
05-Jun-15;224.15;225.97;223.18;224.95
06-Jun-15;225.01;225.72;224.38;225.62
07-Jun-15;225.60;226.19;222.65;222.88
08-Jun-15;222.88;229.46;222.84;228.49
09-Jun-15;228.54;230.95;227.93;229.05
10-Jun-15;228.99;229.78;228.01;228.80
11-Jun-15;228.85;230.29;228.77;229.71
12-Jun-15;229.71;231.06;229.31;229.98
13-Jun-15;229.92;232.65;229.21;232.40
14-Jun-15;232.44;234.86;232.00;233.54
15-Jun-15;233.42;237.84;233.42;236.82
16-Jun-15;236.76;251.74;236.12;250.90
17-Jun-15;250.82;256.85;246.48;249.28
18-Jun-15;249.43;252.11;244.13;249.01
19-Jun-15;249.04;250.98;243.79;244.61
20-Jun-15;244.53;245.83;240.63;245.21
21-Jun-15;245.10;245.22;241.88;243.94
22-Jun-15;243.97;247.92;243.78;246.99
23-Jun-15;246.93;247.30;243.13;244.30
24-Jun-15;244.28;244.34;240.51;240.51
25-Jun-15;240.37;243.33;240.37;242.80
26-Jun-15;242.60;243.75;241.55;243.59
27-Jun-15;243.55;251.34;243.12;250.99
28-Jun-15;250.96;251.17;247.43;249.01
29-Jun-15;248.72;257.17;248.58;257.06
30-Jun-15;257.04;267.87;255.95;263.07
01-Jul-15;263.35;265.17;255.77;258.62
02-Jul-15;258.55;261.63;254.12;255.41
03-Jul-15;255.46;257.08;253.51;256.34
04-Jul-15;256.49;261.46;254.20;260.89
05-Jul-15;260.80;274.51;258.70;271.91
06-Jul-15;271.11;277.42;267.60;269.03
07-Jul-15;269.96;271.34;264.83;266.21
08-Jul-15;265.98;272.97;264.39;270.79
09-Jul-15;270.83;272.33;267.09;269.23
10-Jul-15;269.16;294.59;268.80;284.89
11-Jul-15;284.88;298.51;283.53;293.11
12-Jul-15;293.14;314.39;292.51;310.87
13-Jul-15;310.83;310.95;281.01;292.05
14-Jul-15;292.03;296.15;286.64;287.46
15-Jul-15;288.05;293.25;285.37;285.83
16-Jul-15;286.04;291.18;275.24;278.09
17-Jul-15;278.09;280.28;272.04;279.47
18-Jul-15;279.33;282.53;274.08;274.90
19-Jul-15;274.77;275.67;272.51;273.61
20-Jul-15;273.50;278.98;272.96;278.98
21-Jul-15;278.88;280.55;275.42;275.83
22-Jul-15;275.66;277.67;274.38;277.22
23-Jul-15;277.34;278.11;275.72;276.05
24-Jul-15;276.01;289.25;275.25;288.28
25-Jul-15;288.16;290.73;286.00;288.70
26-Jul-15;288.64;293.05;287.71;292.69
27-Jul-15;292.64;297.77;287.45;293.62
28-Jul-15;293.63;296.65;293.42;294.43
29-Jul-15;294.48;294.54;288.78;289.59
30-Jul-15;289.10;290.13;286.57;287.72
31-Jul-15;287.70;288.96;282.34;284.65
01-Aug-15;284.69;284.93;278.11;281.60
02-Aug-15;280.45;283.03;277.53;282.61
03-Aug-15;282.81;285.47;280.23;281.23
04-Aug-15;281.23;285.71;281.23;285.22
05-Aug-15;284.85;285.50;281.49;281.88
06-Aug-15;281.91;281.91;278.40;278.58
07-Aug-15;278.74;280.39;276.37;279.58
08-Aug-15;279.74;279.93;260.71;261.00
09-Aug-15;261.12;267.00;260.47;265.08
10-Aug-15;265.48;267.03;262.60;264.47
11-Aug-15;264.34;270.39;264.09;270.39
12-Aug-15;270.60;270.67;265.47;266.38
13-Aug-15;266.18;266.23;262.84;264.08
14-Aug-15;264.13;267.47;261.48;265.68
15-Aug-15;265.53;266.67;261.30;261.55
16-Aug-15;261.87;262.44;257.04;258.51
17-Aug-15;258.49;260.51;257.12;257.98
18-Aug-15;257.93;257.99;211.08;211.08
19-Aug-15;225.67;237.41;222.77;226.68
20-Aug-15;226.90;237.37;226.90;235.35
21-Aug-15;235.35;236.43;231.72;232.57
22-Aug-15;232.66;234.96;222.70;230.39
23-Aug-15;230.38;232.71;225.58;228.17
24-Aug-15;228.11;228.14;210.44;210.49
25-Aug-15;210.07;226.32;199.57;221.61
26-Aug-15;222.08;231.18;220.20;225.83
27-Aug-15;226.05;228.64;223.68;224.77
28-Aug-15;224.70;235.22;220.93;231.40
29-Aug-15;231.55;233.22;227.33;229.78
30-Aug-15;229.90;232.07;226.25;228.76
31-Aug-15;229.11;231.96;225.91;230.06
01-Sep-15;230.26;231.22;226.86;228.12
02-Sep-15;228.03;230.58;226.48;229.28
03-Sep-15;229.32;229.60;226.67;227.18
04-Sep-15;227.21;230.90;227.05;230.30
05-Sep-15;230.20;236.14;229.44;235.02
06-Sep-15;234.87;242.91;234.68;239.84
07-Sep-15;239.93;242.11;238.72;239.85
08-Sep-15;239.85;245.78;239.68;243.61
09-Sep-15;243.41;244.42;237.82;238.17
10-Sep-15;238.34;241.29;235.79;238.48
11-Sep-15;238.33;241.17;238.33;240.11
12-Sep-15;239.85;240.12;234.75;235.23
13-Sep-15;235.24;235.93;229.33;230.51
14-Sep-15;230.61;232.44;227.96;230.64
15-Sep-15;230.49;259.18;229.82;230.30
16-Sep-15;230.25;231.21;227.40;229.09
17-Sep-15;229.08;230.29;228.93;229.81
18-Sep-15;233.52;234.35;232.18;232.98
19-Sep-15;232.86;233.21;231.09;231.49
20-Sep-15;231.40;232.37;230.91;231.21
21-Sep-15;231.22;231.22;226.52;227.09
22-Sep-15;226.97;232.39;225.12;230.62
23-Sep-15;230.94;231.84;229.59;230.28
24-Sep-15;230.36;235.65;230.29;234.53
25-Sep-15;234.36;237.43;233.68;235.14
26-Sep-15;235.08;235.40;233.36;234.34
27-Sep-15;234.14;234.53;232.48;232.76
28-Sep-15;232.84;239.34;232.47;239.14
29-Sep-15;239.02;239.80;235.93;236.69
30-Sep-15;236.64;237.73;235.63;236.06
01-Oct-15;236.00;238.45;235.62;237.55
02-Oct-15;237.26;238.54;236.60;237.29
03-Oct-15;237.20;239.32;236.94;238.73
04-Oct-15;238.53;238.97;237.94;238.26
05-Oct-15;238.15;240.38;237.04;240.38
06-Oct-15;240.36;246.93;240.14;246.06
07-Oct-15;246.17;246.68;242.59;242.97
08-Oct-15;243.07;244.25;242.18;242.30
09-Oct-15;242.50;244.23;242.12;243.93
10-Oct-15;243.74;245.32;243.07;244.94
11-Oct-15;244.74;247.24;244.15;247.05
12-Oct-15;246.88;247.45;245.18;245.31
13-Oct-15;245.20;250.24;243.76;249.51
14-Oct-15;249.49;254.27;248.90;251.99
15-Oct-15;252.11;255.96;252.05;254.32
16-Oct-15;254.30;266.14;253.93;262.87
17-Oct-15;262.75;273.58;262.37;270.64
18-Oct-15;270.91;271.67;260.78;261.64
19-Oct-15;261.86;264.82;260.95;263.44
20-Oct-15;263.57;270.83;263.23;269.46
21-Oct-15;269.31;270.77;263.84;266.27
22-Oct-15;266.50;276.51;266.14;274.02
23-Oct-15;273.65;278.68;273.54;276.50
24-Oct-15;276.50;281.71;276.50;281.65
25-Oct-15;281.45;294.06;281.45;283.68
26-Oct-15;283.63;285.30;280.51;285.30
27-Oct-15;285.18;296.21;285.01;293.79
28-Oct-15;293.70;306.33;293.70;304.62
29-Oct-15;304.32;318.17;301.82;313.86
30-Oct-15;313.94;334.17;313.94;328.02
31-Oct-15;328.51;332.78;309.25;314.17
01-Nov-15;315.01;327.47;311.88;325.43
02-Nov-15;325.94;365.36;323.21;361.19
03-Nov-15;361.87;417.90;357.65;403.42
04-Nov-15;403.66;495.56;380.55;411.56
05-Nov-15;408.08;447.56;374.58;386.35
06-Nov-15;388.05;395.84;354.02;374.47
07-Nov-15;374.27;390.59;372.43;386.48
08-Nov-15;384.28;389.89;368.70;373.37
09-Nov-15;374.32;385.28;362.89;380.26
10-Nov-15;379.98;381.39;329.11;336.82
11-Nov-15;339.82;340.58;301.00;311.08
12-Nov-15;314.08;345.08;313.36;338.15
13-Nov-15;338.50;340.91;326.08;336.75
14-Nov-15;336.62;338.18;329.97;332.91
15-Nov-15;333.05;334.66;317.49;320.17
16-Nov-15;319.73;331.63;315.90;330.75
17-Nov-15;330.36;338.35;329.61;335.09
18-Nov-15;334.59;336.53;330.64;334.59
19-Nov-15;334.68;335.33;325.27;326.15
20-Nov-15;326.41;326.47;312.22;322.02
21-Nov-15;322.09;328.16;319.60;326.93
22-Nov-15;326.98;327.01;321.26;324.54
23-Nov-15;324.35;325.12;321.29;323.05
24-Nov-15;323.01;323.06;318.12;320.05
25-Nov-15;320.05;329.13;316.77;328.21
26-Nov-15;328.30;366.76;328.23;352.68
27-Nov-15;351.86;363.59;347.87;358.04
28-Nov-15;357.14;359.54;352.17;357.38
29-Nov-15;357.47;371.94;355.67;371.29
30-Nov-15;371.44;382.36;370.38;377.32
01-Dec-15;377.41;378.93;356.56;362.49
02-Dec-15;361.85;362.23;349.46;359.19
03-Dec-15;359.33;370.27;357.41;361.05
04-Dec-15;361.26;363.52;355.76;363.18
05-Dec-15;363.72;389.79;363.23;388.95
06-Dec-15;389.55;402.81;387.09;388.78
07-Dec-15;389.98;399.97;385.41;395.54
08-Dec-15;395.75;415.56;389.95;415.56
09-Dec-15;414.44;423.12;406.29;417.56
10-Dec-15;417.99;419.51;411.55;415.48
11-Dec-15;415.28;451.94;415.28;451.94
12-Dec-15;452.33;469.10;410.74;435.00
13-Dec-15;431.66;441.68;426.27;433.76
14-Dec-15;433.27;447.14;430.46;444.18
15-Dec-15;443.88;465.32;443.88;465.32
16-Dec-15;465.21;465.21;443.85;454.93
17-Dec-15;454.78;457.86;448.86;456.08
18-Dec-15;455.85;465.18;454.94;463.62
19-Dec-15;463.55;465.58;456.77;462.32
20-Dec-15;462.23;462.64;434.34;442.68
21-Dec-15;442.84;444.73;427.31;438.64
22-Dec-15;437.44;443.69;435.52;436.57
23-Dec-15;436.72;444.53;436.62;442.40
24-Dec-15;443.09;458.46;443.08;454.98
25-Dec-15;454.86;458.30;452.08;455.65
26-Dec-15;455.76;457.49;405.76;417.27
27-Dec-15;416.51;424.01;408.88;422.82
28-Dec-15;423.34;429.77;418.48;422.28
29-Dec-15;422.10;432.98;420.63;432.98
30-Dec-15;433.30;434.39;422.08;426.62
31-Dec-15;425.88;432.92;418.73;430.57
01-Jan-16;430.72;436.25;427.52;434.33
02-Jan-16;434.62;436.06;431.87;433.44
03-Jan-16;433.58;433.74;424.71;430.01
04-Jan-16;430.06;434.52;429.08;433.09
05-Jan-16;433.07;434.18;429.68;431.96
06-Jan-16;431.86;431.86;426.34;429.11
07-Jan-16;430.01;458.77;429.08;458.05
08-Jan-16;457.54;462.93;447.94;453.23
09-Jan-16;453.38;454.64;446.89;447.61
10-Jan-16;448.24;448.31;440.35;447.99
11-Jan-16;448.70;450.66;443.86;448.43
12-Jan-16;448.18;448.18;435.69;435.69
13-Jan-16;434.67;435.19;424.44;432.37
14-Jan-16;432.29;433.32;427.85;430.31
15-Jan-16;430.26;430.26;364.33;364.33
16-Jan-16;365.07;390.56;354.91;387.54
17-Jan-16;387.15;390.96;380.09;382.30
18-Jan-16;381.73;388.10;376.67;387.17
19-Jan-16;387.03;387.73;378.97;380.15
20-Jan-16;379.74;425.27;376.60;420.23
21-Jan-16;419.63;422.88;406.30;410.26
22-Jan-16;409.75;410.41;375.28;382.49
23-Jan-16;382.43;394.54;381.98;387.49
24-Jan-16;388.10;405.48;387.51;402.97
25-Jan-16;402.32;402.32;388.55;391.73
26-Jan-16;392.00;397.77;390.58;392.15
27-Jan-16;392.44;396.84;391.78;394.97
28-Jan-16;395.15;395.50;379.73;380.29
29-Jan-16;380.11;384.38;365.45;379.47
30-Jan-16;378.86;380.92;376.49;378.26
31-Jan-16;378.29;380.35;367.83;368.77
01-Feb-16;369.35;378.07;367.96;373.06
02-Feb-16;372.92;375.88;372.92;374.45
03-Feb-16;374.65;374.95;368.05;369.95
04-Feb-16;370.17;391.61;369.99;389.59
05-Feb-16;388.90;391.09;385.57;386.55
06-Feb-16;386.59;386.63;372.39;376.52
07-Feb-16;376.51;380.87;374.90;376.62
08-Feb-16;376.76;379.88;373.33;373.45
09-Feb-16;373.42;377.25;372.90;376.03
10-Feb-16;376.15;385.48;375.78;381.65
11-Feb-16;382.11;383.13;376.40;379.65
12-Feb-16;379.69;384.95;379.60;384.26
13-Feb-16;384.64;391.86;384.64;391.86
14-Feb-16;392.93;407.23;392.93;407.23
15-Feb-16;407.57;410.38;397.75;400.18
16-Feb-16;401.43;408.95;401.43;407.49
17-Feb-16;407.66;421.17;406.78;416.32
18-Feb-16;416.57;426.00;415.64;422.37
19-Feb-16;422.73;423.10;417.60;420.79
20-Feb-16;421.60;441.98;421.60;437.16
21-Feb-16;437.77;448.05;429.08;438.80
22-Feb-16;438.99;439.05;432.92;437.75
23-Feb-16;438.26;439.86;417.82;420.74
24-Feb-16;420.96;425.55;413.91;424.95
25-Feb-16;425.04;427.72;420.42;424.54
26-Feb-16;424.63;432.15;421.62;432.15
27-Feb-16;432.84;434.23;428.10;432.52
28-Feb-16;432.57;435.68;423.82;433.50
29-Feb-16;433.44;441.51;431.69;437.70
01-Mar-16;437.92;439.65;432.32;435.12
02-Mar-16;435.13;435.92;423.99;423.99
03-Mar-16;423.91;425.37;419.41;421.65
04-Mar-16;421.84;425.18;410.94;410.94
05-Mar-16;410.78;411.26;394.04;400.57
06-Mar-16;400.52;411.91;395.78;407.71
07-Mar-16;407.76;415.92;406.31;414.32
08-Mar-16;414.46;416.24;411.09;413.97
09-Mar-16;413.89;416.03;411.61;414.86
10-Mar-16;414.74;417.51;413.25;417.13
11-Mar-16;417.24;423.93;417.01;421.69
12-Mar-16;421.61;421.80;410.09;411.62
13-Mar-16;411.65;416.60;411.64;414.07
14-Mar-16;414.20;416.68;414.20;416.44
15-Mar-16;416.39;418.13;414.98;416.83
16-Mar-16;416.89;417.69;415.91;417.01
17-Mar-16;417.89;421.00;417.89;420.62
18-Mar-16;420.55;420.55;406.14;409.55
19-Mar-16;409.27;410.98;407.23;410.44
20-Mar-16;410.40;414.63;410.40;413.76
21-Mar-16;413.42;413.42;410.38;413.31
22-Mar-16;413.13;418.38;412.53;418.09
23-Mar-16;418.16;419.27;417.36;418.04
24-Mar-16;418.42;418.68;415.49;416.39
25-Mar-16;416.51;418.08;415.56;417.18
26-Mar-16;417.36;418.99;416.26;417.95
27-Mar-16;418.14;428.80;417.71;426.77
28-Mar-16;426.55;426.86;423.29;424.23
29-Mar-16;424.30;426.20;412.68;416.52
30-Mar-16;416.83;416.83;412.50;414.82
31-Mar-16;415.26;418.37;415.26;416.73
01-Apr-16;416.76;418.17;415.83;417.96
02-Apr-16;418.42;422.08;418.42;420.87
03-Apr-16;421.17;421.58;419.70;420.90
04-Apr-16;421.30;422.34;419.60;421.44
05-Apr-16;421.02;424.26;420.61;424.03
06-Apr-16;424.28;424.53;422.73;423.41
07-Apr-16;423.62;423.66;420.52;422.74
08-Apr-16;422.91;425.36;419.64;420.35
09-Apr-16;420.81;420.89;416.52;419.41
10-Apr-16;419.59;422.43;419.26;421.56
11-Apr-16;421.87;422.74;420.53;422.48
12-Apr-16;422.84;427.28;422.84;425.19
13-Apr-16;425.63;426.66;422.92;423.73
14-Apr-16;423.93;425.37;423.01;424.28
15-Apr-16;424.43;429.93;424.43;429.71
16-Apr-16;429.58;432.63;428.98;430.57
17-Apr-16;430.64;431.37;426.08;427.40
18-Apr-16;427.61;429.27;427.09;428.59
19-Apr-16;428.70;436.02;428.10;435.51
20-Apr-16;435.32;443.05;434.41;441.39
21-Apr-16;441.42;450.55;440.95;449.42
22-Apr-16;449.69;449.81;444.15;445.74
23-Apr-16;445.86;450.28;444.33;450.28
24-Apr-16;450.56;460.15;448.93;458.55
25-Apr-16;459.12;466.62;453.59;461.43
26-Apr-16;461.65;467.96;461.62;466.09
27-Apr-16;466.26;467.08;444.13;444.69
28-Apr-16;445.04;449.55;436.65;449.01
29-Apr-16;449.41;455.38;446.02;455.10
30-Apr-16;455.18;455.59;447.70;448.32
01-May-16;448.48;452.48;447.93;451.88
02-May-16;451.93;452.45;441.78;444.67
03-May-16;444.73;451.10;442.62;450.30
04-May-16;450.18;450.38;445.63;446.72
05-May-16;446.71;448.51;445.88;447.98
06-May-16;447.94;461.38;447.07;459.60
07-May-16;459.64;460.67;457.32;458.54
08-May-16;458.43;459.42;455.98;458.55
09-May-16;458.21;462.48;456.53;460.48
10-May-16;460.52;461.93;448.95;450.89
11-May-16;450.86;454.58;450.86;452.73
12-May-16;452.45;454.95;449.25;454.77
13-May-16;454.85;457.05;453.45;455.67
14-May-16;455.82;456.84;454.79;455.67
15-May-16;455.76;458.69;455.46;457.57
16-May-16;457.59;458.20;452.95;454.16
17-May-16;454.01;455.07;453.61;453.78
18-May-16;453.69;456.00;453.30;454.62
19-May-16;454.52;454.63;438.71;438.71
20-May-16;437.79;444.05;437.39;442.68
21-May-16;442.97;443.78;441.71;443.19
22-May-16;443.22;443.43;439.04;439.32
23-May-16;439.35;444.35;438.82;444.15
24-May-16;444.29;447.10;443.93;445.98
25-May-16;446.06;450.30;446.06;449.60
26-May-16;449.67;453.64;447.90;453.38
27-May-16;453.52;478.15;453.52;473.46
28-May-16;473.03;533.47;472.70;530.04
29-May-16;527.48;553.96;512.18;526.23
30-May-16;528.47;544.35;522.96;533.86
31-May-16;534.19;546.62;520.66;531.39
01-Jun-16;531.11;543.08;525.64;536.92
